frame,10,0.08333333,0,10,-0.55909377,0.18735978,0.86475551,54706,Marker-54706,-0.78995347,0.29576576,0.83904076,54787,Marker-54787,-0.62178802,0.38041288,1.15225506,54808,Marker-54808,-0.89362061,0.19684935,0.98996508,54732,Marker-54732,-0.74812663,0.10030015,0.87091208,54569,Marker-54569,-0.81635797,0.29632753,1.15778530,54815,Marker-54815,-0.76902616,0.43794918,1.01792872,54809,Marker-54809,-0.76908302,0.09799480,1.12861264,54735,Marker-54735,-0.60995853,0.05476888,1.01908743,54798,Marker-54798,-0.50935060,0.33317661,0.96769631,54816,Marker-54816
frame,11,0.09166667,0,11,-0.55909455,0.18736789,0.86474842,54706,Marker-54706,-0.78977460,0.29586625,0.83904231,54787,Marker-54787,-0.62170899,0.38053244,1.15226734,54808,Marker-54808,-0.89113426,0.19835787,0.98805344,54732,Marker-54732,-0.74812663,0.10030016,0.87091208,54569,Marker-54569,-0.81635708,0.29633152,1.15778160,54815,Marker-54815,-0.76903045,0.43794024,1.01793575,54809,Marker-54809,-0.76908302,0.09799480,1.12861264,54735,Marker-54735,-0.60997760,0.05475557,1.01910424,54798,Marker-54798,-0.50935060,0.33317661,0.96769625,54816,Marker-54816,-0.58834386,0.18091261,1.18169117,54818,Marker-54818
frame,12,0.10000000,0,11,-0.55909455,0.18736789,0.86474842,54706,Marker-54706,-0.78977460,0.29586625,0.83904237,54787,Marker-54787,-0.62170899,0.38053244,1.15226734,54808,Marker-54808,-0.89113426,0.19835788,0.98805350,54732,Marker-54732,-0.74812669,0.10030016,0.87091208,54569,Marker-54569,-0.81635714,0.29633155,1.15778160,54815,Marker-54815,-0.76903045,0.43794024,1.01793575,54809,Marker-54809,-0.76908308,0.09799480,1.12861264,54735,Marker-54735,-0.60997760,0.05475557,1.01910424,54798,Marker-54798,-0.50935060,0.33317661,0.96769631,54816,Marker-54816,-0.58834392,0.18091261,1.18169117,54818,Marker-54818
frame,13,0.10833333,0,11,-0.55909455,0.18736780,0.86474848,54706,Marker-54706,-0.78977460,0.29586625,0.83904231,54787,Marker-54787,-0.62170780,0.38053378,1.15226758,54808,Marker-54808,-0.89113426,0.19835787,0.98805344,54732,Marker-54732,-0.74812657,0.10030016,0.87091208,54569,Marker-54569,-0.81635708,0.29633150,1.15778160,54815,Marker-54815,-0.76903069,0.43794024,1.01793575,54809,Marker-54809,-0.76908302,0.09799480,1.12861264,54735,Marker-54735,-0.60997754,0.05475564,1.01910412,54798,Marker-54798,-0.50935060,0.33317661,0.96769625,54816,Marker-54816,-0.58834386,0.18091257,1.18169117,54818,Marker-54818
frame,14,0.11666667,0,11,-0.55909514,0.18735993,0.86475623,54706,Marker-54706,-0.78977513,0.29586717,0.83904171,54787,Marker-54787,-0.62160397,0.38065195,1.15228772,54808,Marker-54808,-0.89113379,0.19835752,0.98805332,54732,Marker-54732,-0.74812663,0.10030016,0.87091208,54569,Marker-54569,-0.81635940,0.29632881,1.15778542,54815,Marker-54815,-0.76904702,0.43793982,1.01794577,54809,Marker-54809,-0.76908302,0.09799480,1.12861264,54735,Marker-54735,-0.60997117,0.05476228,1.01909745,54798,Marker-54798,-0.50935060,0.33317661,0.96769631,54816,Marker-54816,-0.58834243,0.18090934,1.18169379,54818,Marker-54818
frame,15,0.12500000,0,11,-0.55909586,0.18734965,0.86476636,54706,Marker-54706,-0.78977579,0.29586837,0.83904088,54787,Marker-54787,-0.62146848,0.38080618,1.15231395,54808,Marker-54808,-0.89113319,0.19835708,0.98805320,54732,Marker-54732,-0.74812663,0.10030016,0.87091208,54569,Marker-54569,-0.81636244,0.29632530,1.15779042,54815,Marker-54815,-0.76906848,0.43793929,1.01795864,54809,Marker-54809,-0.76908302,0.09799480,1.12861264,54735,Marker-54735,-0.60996294,0.05477095,1.01908875,54798,Marker-54798,-0.50935060,0.33317661,0.96769631,54816,Marker-54816,-0.58834064,0.18090510,1.18169713,54818,Marker-54818
frame,16,0.13333333,0,11,-0.55909586,0.18734965,0.86476630,54706,Marker-54706,-0.78977579,0.29586837,0.83904088,54787,Marker-54787,-0.62146842,0.38080615,1.15231395,54808,Marker-54808,-0.89113319,0.19835706,0.98805314,54732,Marker-54732,-0.74812663,0.10030016,0.87091202,54569,Marker-54569,-0.81636232,0.29632527,1.15779042,54815,Marker-54815,-0.76906848,0.43793929,1.01795864,54809,Marker-54809,-0.76908302,0.09799480,1.12861264,54735,Marker-54735,-0.60996294,0.05477095,1.01908875,54798,Marker-54798,-0.50935060,0.33317661,0.96769625,54816,Marker-54816,-0.58834058,0.18090510,1.18169713,54818,Marker-54818
frame,17,0.14166667,0,11,-0.55909586,0.18734969,0.86476630,54706,Marker-54706,-0.78977716,0.29586759,0.83904088,54787,Marker-54787,-0.62147188,0.38080573,1.15231502,54808,Marker-54808,-0.89115238,0.19834542,0.98806798,54732,Marker-54732,-0.74812663,0.10030016,0.87091208,54569,Marker-54569,-0.81636244,0.29632524,1.15779054,54815,Marker-54815,-0.76906854,0.43793923,1.01795876,54809,Marker-54809,-0.76908302,0.09799480,1.12861264,54735,Marker-54735,-0.60996288,0.05477097,1.01908875,54798,Marker-54798,-0.50935060,0.33317661,0.96769631,54816,Marker-54816,-0.58834064,0.18090512,1.18169725,54818,Marker-54818
frame,18,0.15000000,0,11,-0.55909306,0.18735313,0.86476135,54706,Marker-54706,-0.78991359,0.29578978,0.83904028,54787,Marker-54787,-0.62181461,0.38076478,1.15242684,54808,Marker-54808,-0.89306056,0.19718540,0.98953652,54732,Marker-54732,-0.74812663,0.10030016,0.87091208,54569,Marker-54569,-0.81636965,0.29631895,1.15780067,54815,Marker-54815,-0.76907456,0.43793541,1.01796412,54809,Marker-54809,-0.76908302,0.09799480,1.12861264,54735,Marker-54735,-0.60995877,0.05477308,1.01908541,54798,Marker-54798,-0.50935060,0.33317661,0.96769631,54816,Marker-54816,-0.58834088,0.18090671,1.18170655,54818,Marker-54818
frame,19,0.15833333,0,11,-0.55909026,0.18735658,0.86475641,54706,Marker-54706,-0.79004997,0.29571196,0.83903968,54787,Marker-54787,-0.62215734,0.38072377,1.15253866,54808,Marker-54808,-0.89496863,0.19602537,0.99100488,54732,Marker-54732,-0.74812663,0.10030016,0.87091208,54569,Marker-54569,-0.81637675,0.29631266,1.15781081,54815,Marker-54815,-0.76908046,0.43793151,1.01796961,54809,Marker-54809,-0.76908302,0.09799480,1.12861264,54735,Marker-54735,-0.60995454,0.05477519,1.01908195,54798,Marker-54798,-0.50935060,0.33317661,0.96769631,54816,Marker-54816,-0.58834112,0.18090831,1.18171573,54818,Marker-54818
frame,20,0.16666667,0,11,-0.55908942,0.18735763,0.86475492,54706,Marker-54706,-0.79009175,0.29568815,0.83903956,54787,Marker-54787,-0.62226230,0.38071126,1.15257287,54808,Marker-54808,-0.89555287,0.19567025,0.99145448,54732,Marker-54732,-0.74812663,0.10030016,0.87091208,54569,Marker-54569,-0.81637895,0.29631072,1.15781391,54815,Marker-54815,-0.76908231,0.43793035,1.01797140,54809,Marker-54809,-0.76908302,0.09799480,1.12861264,54735,Marker-54735,-0.60995334,0.05477583,1.01908088,54798,Marker-54798,-0.50935060,0.33317661,0.96769631,54816,Marker-54816,-0.58834124,0.18090880,1.18171859,54818,Marker-54818
frame,21,0.17500000,0,11,-0.55908948,0.18735762,0.86475492,54706,Marker-54706,-0.79009020,0.29568902,0.83903956,54787,Marker-54787,-0.62225783,0.38071096,1.15257108,54808,Marker-54808,-0.89553154,0.19568320,0.99143809,54732,Marker-54732,-0.74812663,0.10030016,0.87091208,54569,Marker-54569,-0.81637889,0.29631072,1.15781391,54815,Marker-54815,-0.76908237,0.43793026,1.01797140,54809,Marker-54809,-0.76908302,0.09799480,1.12861264,54735,Marker-54735,-0.60995322,0.05477587,1.01908088,54798,Marker-54798,-0.50935060,0.33317661,0.96769631,54816,Marker-54816,-0.58833915,0.18090908,1.18171656,54818,Marker-54818
frame,22,0.18333333,0,11,-0.55909407,0.18735637,0.86475885,54706,Marker-54706,-0.78995246,0.29576543,0.83904040,54787,Marker-54787,-0.62186563,0.38068461,1.15241718,54808,Marker-54808,-0.89362276,0.19684151,0.98997033,54732,Marker-54732,-0.74812663,0.10030016,0.87091208,54569,Marker-54569,-0.81637669,0.29631144,1.15781164,54815,Marker-54815,-0.76908886,0.43792182,1.01797950,54809,Marker-54809,-0.76908302,0.09799480,1.12861264,54735,Marker-54735,-0.60995340,0.05477906,1.01907921,54798,Marker-54798,-0.50935060,0.33317661,0.96769631,54816,Marker-54816,-0.58814895,0.18093473,1.18153191,54818,Marker-54818
frame,23,0.19166667,0,11,-0.55910003,0.18735473,0.86476392,54706,Marker-54706,-0.78977269,0.29586518,0.83904165,54787,Marker-54787,-0.62135386,0.38065031,1.15221620,54808,Marker-54808,-0.89113212,0.19835293,0.98805517,54732,Marker-54732,-0.74812663,0.10030016,0.87091208,54569,Marker-54569,-0.81637371,0.29631239,1.15780878,54815,Marker-54815,-0.76909733,0.43791080,1.01798999,54809,Marker-54809,-0.76908302,0.09799480,1.12861264,54735,Marker-54735,-0.60995352,0.05478323,1.01907706,54798,Marker-54798,-0.50935060,0.33317661,0.96769631,54816,Marker-54816,-0.58790082,0.18096817,1.18129086,54818,Marker-54818
frame,24,0.20000000,0,11,-0.55910003,0.18735473,0.86476392,54706,Marker-54706,-0.78977269,0.29586518,0.83904165,54787,Marker-54787,-0.62135386,0.38065028,1.15221620,54808,Marker-54808,-0.89113206,0.19835293,0.98805517,54732,Marker-54732,-0.74812663,0.10030016,0.87091208,54569,Marker-54569,-0.81637371,0.29631239,1.15780878,54815,Marker-54815,-0.76909733,0.43791080,1.01798999,54809,Marker-54809,-0.76908302,0.09799480,1.12861264,54735,Marker-54735,-0.60995358,0.05478323,1.01907706,54798,Marker-54798,-0.50935066,0.33317661,0.96769631,54816,Marker-54816,-0.58790082,0.18096817,1.18129086,54818,Marker-54818
frame,25,0.20833333,0,11,-0.55909997,0.18735474,0.86476386,54706,Marker-54706,-0.78977269,0.29586518,0.83904159,54787,Marker-54787,-0.62135357,0.38065076,1.15221620,54808,Marker-54808,-0.89113206,0.19835301,0.98805511,54732,Marker-54732,-0.74812663,0.10030016,0.87091202,54569,Marker-54569,-0.81637371,0.29631236,1.15780878,54815,Marker-54815,-0.76909721,0.43791080,1.01798987,54809,Marker-54809,-0.76908302,0.09799480,1.12861264,54735,Marker-54735,-0.60995364,0.05478309,1.01907718,54798,Marker-54798,-0.50935060,0.33317661,0.96769625,54816,Marker-54816,-0.58790082,0.18096817,1.18129086,54818,Marker-54818
frame,26,0.21666667,0,11,-0.55909348,0.18735564,0.86475915,54706,Marker-54706,-0.78977621,0.29586852,0.83904111,54787,Marker-54787,-0.62131524,0.38071877,1.15223205,54808,Marker-54808,-0.89113146,0.19836412,0.98804712,54732,Marker-54732,-0.74812663,0.10030015,0.87091208,54569,Marker-54569,-0.81637734,0.29631108,1.15781260,54815,Marker-54815,-0.76908350,0.43791121,1.01798153,54809,Marker-54809,-0.76908302,0.09799480,1.12861264,54735,Marker-54735,-0.60997069,0.05476530,1.01909566,54798,Marker-54798,-0.50935060,0.33317661,0.96769631,54816,Marker-54816,-0.58790082,0.18096817,1.18129086,54818,Marker-54818
frame,27,0.22500000,0,10,-0.55908698,0.18735655,0.86475450,54706,Marker-54706,-0.78977972,0.29587188,0.83904064,54787,Marker-54787,-0.62127697,0.38078678,1.15224791,54808,Marker-54808,-0.89113104,0.19837524,0.98803902,54732,Marker-54732,-0.74812663,0.10030016,0.87091208,54569,Marker-54569,-0.81638104,0.29630974,1.15781629,54815,Marker-54815,-0.76906985,0.43791163,1.01797330,54809,Marker-54809,-0.76908302,0.09799480,1.12861264,54735,Marker-54735,-0.60998774,0.05474750,1.01911414,54798,Marker-54798,-0.50935060,0.33317661,0.96769631,54816,Marker-54816
frame,28,0.23333333,0,10,-0.55908483,0.18735683,0.86475295,54706,Marker-54706,-0.78978074,0.29587290,0.83904046,54787,Marker-54787,-0.62126482,0.38080832,1.15225291,54808,Marker-54808,-0.89113081,0.19837876,0.98803651,54732,Marker-54732,-0.74812663,0.10030016,0.87091202,54569,Marker-54569,-0.81638217,0.29630929,1.15781748,54815,Marker-54815,-0.76906550,0.43791175,1.01797068,54809,Marker-54809,-0.76908302,0.09799480,1.12861264,54735,Marker-54735,-0.60999310,0.05474186,1.01911986,54798,Marker-54798,-0.50935054,0.33317661,0.96769625,54816,Marker-54816
frame,29,0.24166667,0,10,-0.55908507,0.18735681,0.86475313,54706,Marker-54706,-0.78978080,0.29587293,0.83904052,54787,Marker-54787,-0.62126541,0.38080737,1.15225255,54808,Marker-54808,-0.89115924,0.19836132,0.98805851,54732,Marker-54732,-0.74812663,0.10030016,0.87091213,54569,Marker-54569,-0.81638217,0.29630935,1.15781748,54815,Marker-54815,-0.76906538,0.43791193,1.01797044,54809,Marker-54809,-0.76908308,0.09799481,1.12861276,54735,Marker-54735,-0.60999292,0.05474202,1.01911986,54798,Marker-54798,-0.50935060,0.33317664,0.96769631,54816,Marker-54816
frame,30,0.25000000,0,10,-0.55909616,0.18735477,0.86476159,54706,Marker-54706,-0.78977871,0.29587081,0.83904088,54787,Marker-54787,-0.62130153,0.38074422,1.15222883,54808,Marker-54808,-0.89305264,0.19719860,0.98952281,54732,Marker-54732,-0.74812663,0.10030016,0.87091208,54569,Marker-54569,-0.81637973,0.29630953,1.15781546,54815,Marker-54815,-0.76905298,0.43792331,1.01795745,54809,Marker-54809,-0.76908302,0.09799480,1.12861264,54735,Marker-54735,-0.60998249,0.05475271,1.01910853,54798,Marker-54798,-0.50935060,0.33317661,0.96769631,54816,Marker-54816
frame,31,0.25833333,0,11,-0.55911064,0.18735215,0.86477280,54706,Marker-54706,-0.78977603,0.29586813,0.83904159,54787,Marker-54787,-0.62134886,0.38066185,1.15219808,54808,Marker-54808,-0.89552230,0.19568217,0.99143261,54732,Marker-54732,-0.74812663,0.10030016,0.87091213,54569,Marker-54569,-0.81637669,0.29630983,1.15781283,54815,Marker-54815,-0.76903689,0.43793821,1.01794064,54809,Marker-54809,-0.76908308,0.09799480,1.12861264,54735,Marker-54735,-0.60996878,0.05476665,1.01909399,54798,Marker-54798,-0.50935066,0.33317664,0.96769637,54816,Marker-54816,-0.58790427,0.18097581,1.18128490,54819,Marker-54819
frame,32,0.26666667,0,11,-0.55911070,0.18735217,0.86477274,54706,Marker-54706,-0.78977603,0.29586813,0.83904153,54787,Marker-54787,-0.62134886,0.38066188,1.15219808,54808,Marker-54808,-0.89552230,0.19568217,0.99143255,54732,Marker-54732,-0.74812663,0.10030016,0.87091208,54569,Marker-54569,-0.81637669,0.29630983,1.15781283,54815,Marker-54815,-0.76903689,0.43793821,1.01794064,54809,Marker-54809,-0.76908308,0.09799480,1.12861276,54735,Marker-54735,-0.60996884,0.05476666,1.01909411,54798,Marker-54798,-0.50935060,0.33317664,0.96769631,54816,Marker-54816,-0.58790421,0.18097581,1.18128490,54819,Marker-54819
frame,33,0.27500000,0,11,-0.55911052,0.18735215,0.86477268,54706,Marker-54706,-0.78977770,0.29586720,0.83904153,54787,Marker-54787,-0.62134892,0.38066176,1.15219831,54808,Marker-54808,-0.89549929,0.19569606,0.99141490,54732,Marker-54732,-0.74812663,0.10030015,0.87091202,54569,Marker-54569,-0.81637657,0.29630980,1.15781283,54815,Marker-54815,-0.76903701,0.43793815,1.01794076,54809,Marker-54809,-0.76908296,0.09799480,1.12861264,54735,Marker-54735,-0.60996878,0.05476657,1.01909399,54798,Marker-54798,-0.50935054,0.33317661,0.96769631,54816,Marker-54816,-0.58790421,0.18097582,1.18128479,54819,Marker-54819
frame,34,0.28333333,0,11,-0.55910218,0.18735179,0.86476803,54706,Marker-54706,-0.78991389,0.29578954,0.83904070,54787,Marker-54787,-0.62135392,0.38065416,1.15221190,54808,Marker-54808,-0.89360464,0.19684388,0.98996055,54732,Marker-54732,-0.74812663,0.10030016,0.87091208,54569,Marker-54569,-0.81637329,0.29631096,1.15780950,54815,Marker-54815,-0.76904809,0.43793362,1.01794946,54809,Marker-54809,-0.76908302,0.09799480,1.12861276,54735,Marker-54735,-0.60997069,0.05475963,1.01909876,54798,Marker-54798,-0.50935060,0.33317661,0.96769631,54816,Marker-54816,-0.58790541,0.18097882,1.18128395,54819,Marker-54819
frame,35,0.29166667,0,11,-0.55909383,0.18735145,0.86476326,54706,Marker-54706,-0.79005009,0.29571190,0.83903974,54787,Marker-54787,-0.62135887,0.38064653,1.15222538,54808,Marker-54808,-0.89170992,0.19799170,0.98850602,54732,Marker-54732,-0.74812663,0.10030015,0.87091208,54569,Marker-54569,-0.81636995,0.29631206,1.15780604,54815,Marker-54815,-0.76905900,0.43792909,1.01795805,54809,Marker-54809,-0.76908302,0.09799480,1.12861264,54735,Marker-54735,-0.60997260,0.05475269,1.01910353,54798,Marker-54798,-0.50935060,0.33317661,0.96769631,54816,Marker-54816,-0.58790660,0.18098180,1.18128288,54819,Marker-54819
frame,36,0.30000000,0,11,-0.55909127,0.18735135,0.86476183,54706,Marker-54706,-0.79009175,0.29568815,0.83903950,54787,Marker-54787,-0.62136042,0.38064420,1.15222943,54808,Marker-54808,-0.89113033,0.19834284,0.98806107,54732,Marker-54732,-0.74812663,0.10030016,0.87091208,54569,Marker-54569,-0.81636894,0.29631239,1.15780509,54815,Marker-54815,-0.76906240,0.43792769,1.01796067,54809,Marker-54809,-0.76908302,0.09799480,1.12861264,54735,Marker-54735,-0.60997319,0.05475056,1.01910496,54798,Marker-54798,-0.50935060,0.33317661,0.96769625,54816,Marker-54816,-0.58790690,0.18098271,1.18128264,54819,Marker-54819
frame,37,0.30833333,0,11,-0.55909127,0.18735139,0.86476183,54706,Marker-54706,-0.79009175,0.29568815,0.83903950,54787,Marker-54787,-0.62136042,0.38064426,1.15222943,54808,Marker-54808,-0.89114618,0.19833329,0.98807323,54732,Marker-54732,-0.74812663,0.10030016,0.87091213,54569,Marker-54569,-0.81636894,0.29631245,1.15780509,54815,Marker-54815,-0.76906252,0.43792769,1.01796079,54809,Marker-54809,-0.76908302,0.09799480,1.12861276,54735,Marker-54735,-0.60997325,0.05475056,1.01910508,54798,Marker-54798,-0.50935060,0.33317664,0.96769631,54816,Marker-54816,-0.58790696,0.18098271,1.18128264,54819,Marker-54819
frame,38,0.31666667,0,11,-0.55909324,0.18735620,0.86475849,54706,Marker-54706,-0.79009175,0.29568815,0.83903950,54787,Marker-54787,-0.62135887,0.38065088,1.15222049,54808,Marker-54808,-0.89303231,0.19719470,0.98951894,54732,Marker-54732,-0.74812663,0.10030016,0.87091208,54569,Marker-54569,-0.81636816,0.29631621,1.15780163,54815,Marker-54815,-0.76907200,0.43792564,1.01796746,54809,Marker-54809,-0.76908302,0.09799480,1.12861264,54735,Marker-54735,-0.60997897,0.05475061,1.01910782,54798,Marker-54798,-0.50935060,0.33317661,0.96769631,54816,Marker-54816,-0.58790696,0.18098271,1.18128264,54819,Marker-54819
